RK,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,YEAR
24,Memphis Grizzlies,82,19905,42.2,88.3,0.478,7.4,20.9,0.354,34.9,67.4,0.517,18.1,23.9,0.755,11.7,30.3,42,24.2,8.2,6.5,15,23.7,109.9,2010
25,Sacramento Kings,82,19880,41.1,87.7,0.469,6.4,17.9,0.357,34.7,69.8,0.497,21.4,27.6,0.774,11.7,32.6,44.3,21.6,7.5,6,14.4,21.2,109.9,2010
26,Phoenix Suns,82,19730,41.3,91.4,0.452,7.2,20.2,0.355,34.1,71.2,0.479,20.5,27,0.76,13.8,30.5,44.3,21.7,8.2,4.7,13.6,22.8,110.2,2010
27,Toronto Raptors,82,19780,41.6,89,0.468,7.9,21.7,0.366,33.7,67.3,0.501,21.9,28,0.784,12.2,32,44.1,24.6,7.6,4.7,13.6,22.6,113.2,2010
28,New York Knicks,82,19880,43.1,88.7,0.486,7.1,20.2,0.352,36,68.5,0.525,18.4,24.4,0.754,12.3,35,47.3,22.1,7.5,4.7,15.2,20.2,111.6,2010
29,Minnesota Timberwolves,82,19780,42.2,87.9,0.48,7.8,21.3,0.366,34.4,66.6,0.517,19.4,25,0.774,11.6,33.3,44.9,26.6,9.1,5.6,14.8,21.3,111.6,2010
30,Golden State Warriors,82,19730,41.3,85.3,0.485,6.9,18.4,0.375,34.4,66.9,0.515,22.2,29,0.767,13.3,34.4,47.8,24,7.8,4.9,17.5,21.3,111.7,2010
1,Boston Celtics,82,19780,37.2,85.5,0.434,5.9,17.5,0.34,31.2,68,0.459,20.1,26.5,0.756,11.6,32,43.6,20.6,7.7,4.9,16.9,22.3,100.3,2011
2,Chicago Bulls,82,19830,37.6,87.4,0.43,5.7,17.5,0.326,31.9,69.9,0.456,19.4,25.4,0.764,11.1,31.1,42.2,20.8,7.6,6.4,15.5,22,100.3,2011
3,Milwaukee Bucks,82,19830,38.2,85.5,0.447,5.9,17.6,0.334,32.3,67.9,0.476,20.2,26.2,0.77,11.3,35.4,46.7,22.3,6.8,5.3,16.8,22.8,102.5,2011
4,Orlando Magic,82,19830,38,87.1,0.436,6.8,19.6,0.35,31.2,67.6,0.461,19.1,25.7,0.743,10.7,32.5,43.2,21.8,8,4.1,15.1,23.8,102,2011
5,New Orleans Hornets,82,19830,39.3,86,0.457,7.6,21.3,0.357,31.7,64.7,0.49,19,24.6,0.77,10.5,33.5,44,23.7,6.8,5.4,16.3,22.8,105.2,2011
6,Miami Heat,82,19780,38.3,88.3,0.434,7.3,21.1,0.345,31,67.1,0.462,19.7,26.4,0.744,11.5,31.4,42.9,22,7.7,3.3,14.4,23.9,103.5,2011
7,Portland Trail Blazers,82,19805,40,85.7,0.467,7.3,19.8,0.367,32.7,65.9,0.497,19.8,25.8,0.767,12,32.9,44.8,21.7,7.8,4.7,17.7,24,107.1,2011
8,Los Angeles Lakers,82,19830,40.1,91.9,0.437,7.4,22.2,0.335,32.7,69.6,0.469,16.6,21.7,0.765,13.4,32,45.4,24.4,7.8,5,14.9,22.7,104.3,2011
9,Atlanta Hawks,82,19730,41,89,0.46,6.3,18.5,0.338,34.7,70.5,0.492,18.8,24.3,0.774,11.4,33.9,45.3,23.8,7.5,4.7,14,20.7,107,2011
10,Dallas Mavericks,82,19705,40,88.8,0.45,6.8,19.7,0.343,33.2,69.1,0.481,18.3,24.4,0.75,11.7,32.8,44.5,22.5,8.3,4,14.9,22,105,2011
11,Charlotte Bobcats,82,19805,40,87.8,0.455,7.8,21.8,0.359,32.2,66,0.487,20.1,25.8,0.78,10.9,33.1,43.9,24,8.1,6.7,14.6,23.4,107.8,2011
12,Philadelphia 76ers,82,19930,39.4,87.2,0.451,6.1,18.1,0.34,33.2,69.1,0.48,20.2,26.1,0.773,11.6,34.3,45.8,23.1,7.7,4.9,15.3,20.3,105,2011
13,Memphis Grizzlies,82,19880,39,85.2,0.457,7.7,20.9,0.369,31.3,64.3,0.486,19.5,25.6,0.761,11.9,31.4,43.2,22.6,8.1,6.6,18,23,105.1,2011
14,San Antonio Spurs,82,19780,41.1,90.2,0.456,6.3,17.2,0.367,34.8,73,0.477,17.1,22.3,0.766,11.6,32.8,44.4,22.1,7.5,4.9,14.4,22.4,105.6,2011
15,New Jersey Nets,82,20005,41,88.1,0.465,6.8,18.6,0.364,34.2,69.5,0.492,21.2,28.2,0.751,11.3,34.4,45.7,24.3,7.5,5,13.5,21.9,109.9,2011
16,Detroit Pistons,82,19880,42.1,86.7,0.486,7.1,19.8,0.358,35,66.9,0.523,20.4,26.6,0.766,11.7,33.4,45.2,25.9,7.7,5.2,15.7,20.9,111.7,2011
17,Indiana Pacers,82,19780,39.3,87.6,0.449,6.5,18.2,0.359,32.8,69.4,0.473,20.7,27.6,0.75,11.9,33.5,45.5,21.4,7.9,6,14.6,22.5,106,2011
18,Oklahoma City Thunder,82,20005,40.4,88.3,0.458,6.2,17.3,0.361,34.2,71,0.481,20.1,27.1,0.744,12.1,31,43.1,22.2,7.6,4.6,14.9,22.9,107.2,2011
19,Utah Jazz,82,19880,39.3,85.7,0.459,7.8,20.9,0.376,31.5,64.8,0.486,23.6,30.3,0.778,12.3,32.2,44.4,22.5,8.1,5.4,15.9,23.9,110.1,2011
20,Los Angeles Clippers,82,19855,39.7,87.1,0.455,7.6,20.8,0.365,32.1,66.3,0.484,21.7,28.2,0.771,11.9,31.4,43.3,23.8,8.6,5.3,14.6,23.6,108.7,2011
21,Denver Nuggets,82,19705,40.2,87.6,0.459,7.3,21.3,0.344,32.8,66.3,0.495,19.6,25.9,0.756,11,32.2,43.2,23.2,7.8,6.2,14.4,23.8,107.3,2011
22,Houston Rockets,82,19880,41.9,89.4,0.468,5.7,16,0.358,36.1,73.4,0.492,19.6,25,0.781,12.2,32.7,44.9,21.9,7.5,5.8,14.4,22.5,109,2011
23,Cleveland Cavaliers,82,19755,42.2,88.8,0.475,8.7,21.1,0.411,33.5,67.8,0.495,18.8,24.7,0.759,11.7,34.9,46.6,25.9,8.1,6.4,14.5,22.8,111.8,2011
24,Washington Wizards,82,19930,40.7,86.5,0.471,7.2,19.3,0.373,33.5,67.3,0.499,21.5,28.3,0.761,12.8,33.5,46.2,24.4,8,5.3,16.6,21.3,110.2,2011
25,Sacramento Kings,82,19855,41.4,86.7,0.478,6.1,17.2,0.355,35.3,69.5,0.508,20.2,26.5,0.762,11,31.8,42.9,22.6,8.5,5.9,15.3,21.9,109,2011
26,Toronto Raptors,82,19780,42,87.1,0.482,7.1,18.8,0.376,34.9,68.3,0.511,21.8,28.4,0.769,11.9,32.1,44,24.2,8.2,6,14.9,21.2,112.9,2011
27,Golden State Warriors,82,19830,40.5,86.7,0.467,7.2,20.2,0.358,33.3,66.4,0.501,22.4,28.9,0.776,13.4,33.5,46.9,25.9,8.6,4.5,16.9,19.3,110.7,2011
28,New York Knicks,82,19780,41.2,87.2,0.472,6.8,18.3,0.372,34.4,68.9,0.499,20.9,27.5,0.762,12.2,33.6,45.8,21.4,7.4,4.6,15.9,21.6,110.1,2011
29,Phoenix Suns,82,20005,42.1,89.2,0.472,7.4,20.3,0.367,34.6,68.9,0.502,18.8,25,0.754,12.5,33.6,46.2,24,8.2,4.5,15.1,22.1,110.4,2011
30,Minnesota Timberwolves,82,19780,40.6,86.8,0.468,8,21.5,0.374,32.6,65.3,0.499,21.8,28,0.778,11.5,32.4,43.9,25.5,9.8,5.6,14.9,21.6,111.1,2011
1,Chicago Bulls,66,15940,38.6,91.5,0.421,5.2,15.9,0.325,33.4,75.7,0.442,16,21.6,0.74,12.7,31.9,44.6,21,8.3,5.8,14.8,19.7,98.3,2012
2,Boston Celtics,66,15940,36.8,87.7,0.419,5.7,18.6,0.308,31,69.1,0.449,19,25,0.76,13,34.5,47.5,20.5,8.6,5.1,17.2,20.3,98.2,2012
3,Philadelphia 76ers,66,15915,38.1,89.2,0.427,6,18,0.334,32.1,71.2,0.45,17.1,22.7,0.752,11.9,36.7,48.5,21.7,6.6,5.3,15.4,18,99.2,2012
4,Miami Heat,66,16040,37.5,86.4,0.434,7.9,21.6,0.363,29.6,64.8,0.457,17.3,23.9,0.725,11.9,31.1,43,21.3,9,4.6,18.2,22.2,100.2,2012
5,Memphis Grizzlies,66,15940,37.8,85.1,0.444,6.9,20.1,0.345,30.9,65.1,0.474,19.3,25.2,0.764,12.1,32.4,44.5,21.1,8.6,6,18.7,21.1,101.8,2012
6,Atlanta Hawks,66,16165,39.2,88.3,0.444,6.4,18.7,0.344,32.7,69.6,0.47,16.4,21.8,0.753,11.7,34.2,45.9,22.3,8.1,5.2,16.4,20.8,101.2,2012
7,Orlando Magic,66,15965,40.1,89.3,0.449,7,20.1,0.347,33.1,69.2,0.478,17,22,0.772,11.3,34.8,46.1,22.8,8.4,4.6,14.6,22.1,104.1,2012
8,New Orleans Hornets,66,15940,39.3,88.5,0.444,7.2,22.9,0.317,32.1,65.6,0.489,19.2,25.4,0.759,12.5,32.6,45,23.5,8.9,6.5,15.6,21.1,105.1,2012
9,Toronto Raptors,66,15965,37.6,86.4,0.435,6.8,20.6,0.328,30.9,65.8,0.469,22.5,30.2,0.744,11.4,33.6,45,22.3,8.1,5.4,14.7,20.4,104.5,2012
10,Indiana Pacers,66,15990,38.1,87.7,0.435,7.3,20.8,0.351,30.8,66.9,0.461,19.5,26.7,0.729,13.1,33.1,46.2,21.4,7.2,6.6,16.3,23.6,103.1,2012
11,New York Knicks,66,15940,37.4,84.7,0.442,7.2,20,0.359,30.3,64.6,0.468,18.9,25.7,0.736,11.6,33,44.6,20.2,8.7,5.4,18.2,23.2,101,2012
12,Dallas Mavericks,66,16065,38.3,88.1,0.435,7.7,22.4,0.346,30.6,65.7,0.466,17.8,23.8,0.75,11.8,35.5,47.4,22.1,9.2,4.3,15.9,19.8,102.3,2012
13,Los Angeles Clippers,66,15965,38.4,85.9,0.447,7.8,21.3,0.365,30.7,64.7,0.474,21.1,28.3,0.746,12,32.3,44.3,23.1,6.7,5,16.3,23.6,105.7,2012
14,Detroit Pistons,66,15965,40.1,86.7,0.462,6.7,18.8,0.355,33.4,67.9,0.492,19.6,25.6,0.765,11.8,33.4,45.3,25,9.5,5.9,16.2,21.6,106.3,2012
15,Los Angeles Lakers,66,16065,41.1,94.1,0.437,7.3,21,0.348,33.8,73.1,0.463,14.9,20,0.742,12.5,32.1,44.6,23.9,9.2,5,12.3,22,104.4,2012
16,San Antonio Spurs,66,15940,40.7,90.1,0.452,6.7,18.9,0.353,34,71.2,0.478,15.1,20,0.756,11,33,44.1,20.9,7.9,5.3,14.7,20.2,103.2,2012
17,Oklahoma City Thunder,66,15990,38.8,90.8,0.427,6.8,19.9,0.342,32,71,0.451,18.8,24.5,0.768,13.5,30.5,44,21.2,8.7,5.2,15.1,21.3,103.2,2012
18,Portland Trail Blazers,66,15965,40.8,88.2,0.463,7.3,20.1,0.363,33.5,68.1,0.492,17.5,23.4,0.747,12,34,46,22.9,8.2,5.2,16.2,21.5,106.4,2012
19,Houston Rockets,66,16065,40.3,88.4,0.456,6,18.5,0.325,34.3,69.9,0.491,18.6,24.3,0.766,11.9,33,44.9,21.5,8.1,5.5,15.8,19.8,105.2,2012
20,Washington Wizards,66,15865,39.6,87.5,0.453,7,19.9,0.35,32.6,67.6,0.483,20.1,26.5,0.758,13.3,33.7,47,23.2,8.5,4.9,16.4,20.1,106.2,2012
21,Phoenix Suns,66,15840,41,90.1,0.455,6.5,18.5,0.352,34.5,71.6,0.481,18,23.6,0.762,13.1,33.8,46.9,23.2,8.6,4.7,15.2,21.2,106.5,2012
22,Milwaukee Bucks,66,15865,39.5,88,0.449,7.1,20.1,0.351,32.5,67.9,0.478,19.1,24.8,0.769,13.1,34.5,47.6,23.1,8.1,4.8,16.9,20.6,105.2,2012
23,Utah Jazz,66,16165,39,86.2,0.453,6.9,20.4,0.34,32.1,65.8,0.488,21.1,28,0.754,11.8,32.3,44.1,22,8,6.1,15.7,22.2,106.1,2012
24,New Jersey Nets,66,15890,41.9,88.7,0.472,7.2,19.3,0.374,34.7,69.4,0.5,18.5,25,0.74,13.1,34,47.1,25.8,8.8,5.5,15.8,21.3,109.6,2012
25,Minnesota Timberwolves,66,15940,41.5,91.3,0.455,6.6,19.3,0.34,35,72,0.486,17.1,22.6,0.755,12.4,33.8,46.3,22.9,8.9,6.1,14.1,23.2,106.6,2012
26,Cleveland Cavaliers,66,15965,41.7,89.4,0.467,7.4,20.3,0.362,34.4,69.1,0.498,18,24.1,0.748,12.4,34.1,46.5,25.1,8.6,6.7,15.1,22.7,108.9,2012
27,Charlotte Bobcats,66,15890,42.6,89.7,0.475,6.7,18.9,0.356,35.8,70.8,0.506,18.5,24.6,0.75,12.9,36.4,49.3,25.5,8.3,6.3,14.8,22.2,110.4,2012
28,Golden State Warriors,66,15915,40.2,88.7,0.453,7.6,20.9,0.365,32.5,67.8,0.48,21,28.2,0.747,14.2,35.2,49.4,24.9,8.1,5.4,16,17.9,109.1,2012
29,Denver Nuggets,66,16040,40.4,88.5,0.456,9.1,23.7,0.383,31.3,64.8,0.483,16.3,21.5,0.759,11.6,30.6,42.2,24.3,8.3,7,16.3,23.1,106.2,2012
30,Sacramento Kings,66,15915,42.5,89.3,0.476,7,19.7,0.355,35.5,69.7,0.51,17.8,23.4,0.762,13,34.3,47.3,25,8.3,6.7,16.2,20.9,109.8,2012
1,Memphis Grizzlies,82,19805,37.7,86.5,0.435,6.9,20.4,0.338,30.7,66.1,0.465,18.1,24.2,0.748,11.6,32.3,43.9,21.9,8.2,6.2,17.4,22.5,100.3,2013
2,Indiana Pacers,81,19590,38,90.4,0.42,6,18.3,0.327,32,72.2,0.444,17.9,23.5,0.76,12.3,32.6,45,21.1,8.3,6.2,14.9,24.1,99.8,2013
3,Chicago Bulls,82,19830,39.4,88.9,0.443,6.1,17.7,0.346,33.2,71.2,0.467,18.3,24.7,0.739,12.2,33.4,45.6,20.9,8.1,6.5,15.2,21.8,103.2,2013
4,Los Angeles Clippers,82,19730,37.8,85.4,0.443,8.4,22.4,0.373,29.5,62.9,0.468,19.6,26.1,0.749,11.9,30.9,42.8,24.2,8.1,4.5,17.6,22.8,103.6,2013
5,Miami Heat,82,19880,38.9,88.3,0.44,8.3,23.7,0.35,30.6,64.6,0.473,17.7,23.1,0.766,12.3,31.5,43.8,22,8.6,3.5,17,22.3,103.7,2013
6,Brooklyn Nets,82,19855,41.8,90.1,0.464,7.1,19.3,0.366,34.7,70.8,0.49,15.6,21.4,0.731,12,31.8,43.8,23.9,8.4,5.3,15,23.8,106.2,2013
7,Boston Celtics,81,19840,38.6,87.5,0.441,7.3,21.2,0.342,31.3,66.3,0.472,18.9,25.5,0.74,12.2,34.3,46.5,23.1,8.4,5,16.3,20.8,103.3,2013
8,New York Knicks,82,19730,39.5,86.2,0.458,8.7,24.2,0.357,30.9,62,0.498,18.7,24.7,0.757,11.2,35.1,46.3,21.4,7.1,4.4,16.8,21.4,106.3,2013
9,Washington Wizards,82,19855,38.6,87.8,0.44,7.7,22,0.349,30.9,65.8,0.47,18.1,24.5,0.738,11.8,35.7,47.5,23.2,8.4,4.7,15.6,20.6,103,2013
10,Philadelphia 76ers,82,19755,40.3,88.7,0.454,7.3,21,0.349,32.9,67.7,0.487,17.8,23.4,0.76,12.1,36.1,48.2,25,7.9,5.3,15.7,17.8,105.7,2013
11,Oklahoma City Thunder,82,19830,38.5,90.4,0.425,7.9,22.8,0.346,30.5,67.6,0.452,17.8,23,0.774,12.8,30.5,43.3,21.8,8.7,4.2,15.7,22,102.6,2013
12,San Antonio Spurs,82,19880,39.5,89.2,0.442,6.7,18.9,0.353,32.8,70.4,0.466,16,21,0.76,11.7,33,44.7,22.5,8.7,5.2,15.7,20.1,101.6,2013
13,Atlanta Hawks,82,19855,40.1,89,0.45,8.1,21.3,0.379,32,67.7,0.473,16.1,21.1,0.763,12.1,34.7,46.8,23.8,9,4.6,16.3,20.1,104.4,2013
14,New Orleans Hornets,82,19780,41.5,88.2,0.471,8.7,23.1,0.374,32.9,65.1,0.505,18.4,24.2,0.759,11.4,32.8,44.2,26.2,8.9,6.7,14.9,21,110.1,2013
15,Minnesota Timberwolves,82,19730,40.8,87.2,0.468,7.5,20.4,0.369,33.2,66.8,0.498,16.3,21.6,0.752,11.4,33.8,45.3,24,8.7,6.3,17.1,24.2,105.4,2013
16,Utah Jazz,82,19880,39.9,87,0.458,7.4,20.1,0.37,32.4,66.9,0.485,19.6,25.9,0.757,12,32.5,44.4,22.4,8.5,6.4,16,22.2,106.8,2013
17,Toronto Raptors,82,19980,39.5,86.3,0.458,7.3,20.1,0.361,32.2,66.2,0.487,21.3,28.5,0.747,11.7,33.8,45.5,23.9,7.7,5.1,15.5,21.9,107.5,2013
18,Detroit Pistons,82,19805,40.8,88.8,0.459,8.1,22.4,0.36,32.7,66.4,0.492,18.5,24.3,0.762,12.2,33.5,45.7,24.5,9.2,6.3,15,21.7,108.1,2013
19,Golden State Warriors,82,19805,39.1,89.2,0.439,8.4,24.3,0.347,30.7,64.9,0.473,18.8,25.1,0.748,11.6,33.3,44.9,24.8,8.6,5.1,14.2,20.2,105.5,2013
20,Milwaukee Bucks,82,19830,40.3,88.8,0.454,6.8,19.4,0.348,33.5,69.4,0.483,17.9,23.5,0.759,13,35.2,48.3,24.2,8.4,4.6,16.7,20,105.2,2013
21,Portland Trail Blazers,82,19855,42.6,90,0.474,6.9,20.3,0.34,35.8,69.8,0.512,17,22.4,0.761,11.9,34.1,46,25.7,9.1,4.7,14.2,20.3,109.2,2013
22,Los Angeles Lakers,82,19755,41.8,92.4,0.453,7.9,22.1,0.357,34,70.3,0.483,15,20.5,0.732,12.2,32.8,45,24.7,9,5.1,13.6,24.3,106.6,2013
23,Denver Nuggets,82,19905,39.6,89.1,0.444,8.7,24,0.363,30.9,65.1,0.474,17.2,23.6,0.731,12.9,30.3,43.3,24.6,8.3,7,16.6,22.5,105.1,2013
24,Orlando Magic,82,19780,41.7,90.1,0.463,8.1,22.7,0.359,33.6,67.4,0.498,17.6,23.8,0.738,11.7,34.5,46.2,25.6,7.8,5.7,13.4,17.8,109.1,2013
25,Cleveland Cavaliers,82,19730,41,86,0.476,8,21.6,0.372,32.9,64.4,0.511,19.4,26.2,0.739,11.7,33.8,45.5,25.9,8.2,7.4,16.5,21.3,109.4,2013
26,Phoenix Suns,82,19805,41.3,87.8,0.47,7.4,19,0.388,33.9,68.8,0.492,18.2,24.1,0.757,12.4,33.7,46.1,24.3,8.9,5.5,16.3,19.6,108.1,2013
27,Dallas Mavericks,82,19980,39.2,88,0.445,8.2,22.8,0.359,31,65.1,0.475,20,26.6,0.753,12.6,35.1,47.7,23.1,8.9,4.3,15.4,19.8,106.5,2013
28,Houston Rockets,82,19780,40.2,88.5,0.454,8.3,22.7,0.368,31.9,65.8,0.484,17.3,22.4,0.776,11.1,32.1,43.1,23.5,8.7,6.3,15.3,21.1,106.1,2013
29,Charlotte Bobcats,82,19805,42.2,89.6,0.471,9.5,24.5,0.388,32.7,65.1,0.502,17.6,23.6,0.747,12.9,35,47.9,27.4,7.5,7.5,15.3,23.1,111.5,2013
30,Sacramento Kings,82,19830,41.6,88.3,0.472,8.1,22.8,0.355,33.6,65.5,0.512,20,25.6,0.783,12.6,33.6,46.2,26.6,8.1,6.7,15.6,21.1,111.4,2013
1,Chicago Bulls,82,19930,38.3,88.9,0.43,7.2,20.5,0.351,31.1,68.5,0.454,16.8,22.3,0.753,11.7,33.5,45.2,21.4,8.3,6.5,15.7,22.9,100.5,2014
2,Indiana Pacers,82,19780,37.4,89,0.42,7.1,20.5,0.345,30.3,68.5,0.443,17.5,23.2,0.755,11.2,33.1,44.3,20,7.8,5,14.7,23.5,99.3,2014
3,Memphis Grizzlies,82,19805,39.4,87.7,0.45,8.3,23.3,0.355,31.1,64.3,0.484,17.4,22.7,0.766,10.9,32.4,43.3,22,8,5.5,15.7,20.9,104.6,2014
4,Charlotte Bobcats,82,19905,39.4,89.2,0.442,8.7,23.5,0.369,30.7,65.7,0.468,16.3,21.5,0.759,10.2,36.1,46.3,22.4,6.7,5.4,14.2,22.4,103.8,2014
5,Miami Heat,82,19880,39.2,85.7,0.457,9.2,25.4,0.362,30,60.3,0.497,18.2,24.2,0.75,11.7,32,43.8,23.2,8.8,3.4,18.1,22.2,105.8,2014
6,San Antonio Spurs,82,19755,39.6,89.2,0.444,6.8,19.2,0.353,32.8,70,0.469,16.4,21.6,0.76,11,33.3,44.3,21.3,8,4.8,14.5,20.3,102.4,2014
7,Toronto Raptors,82,19955,38.7,86.1,0.45,7.4,20.7,0.36,31.3,65.4,0.478,20.4,27.1,0.752,11.2,32.8,44,22.5,7.8,4.6,16,23.8,105.3,2014
8,New York Knicks,82,19855,39.3,85.7,0.458,9.5,25.7,0.371,29.7,60,0.496,21,27.5,0.765,11.3,34.8,46.1,21.7,6.9,3.7,16,21.6,109.1,2014
9,Washington Wizards,82,20055,39,85.2,0.458,7.9,22.6,0.347,31.1,62.5,0.498,18.8,24.5,0.765,10.6,33.8,44.4,23.4,8.1,4.1,16.9,20.5,104.6,2014
10,Golden State Warriors,82,19830,38,87,0.436,7.2,20.8,0.344,30.8,66.2,0.465,19.5,25.4,0.765,11,33.6,44.6,21.2,8.2,4.3,15.5,19.9,102.6,2014
11,Brooklyn Nets,82,19880,39.3,86,0.458,8.7,23.8,0.367,30.6,62.2,0.492,20.3,26.7,0.76,12.2,34.2,46.4,22.7,8,4.4,17.1,22.5,107.7,2014
12,Oklahoma City Thunder,82,19805,37.9,86.9,0.436,9,25,0.358,28.9,61.9,0.468,19.2,26.4,0.727,11.4,31.2,42.6,22.7,8.5,3.8,15.8,21.2,103.9,2014
13,Boston Celtics,82,19730,40.4,87,0.465,7,20.2,0.347,33.4,66.8,0.5,19.8,26,0.761,11.4,33.8,45.2,23.6,7.9,4.9,15.2,20.4,107.7,2014
14,Los Angeles Clippers,82,19755,38.8,88.1,0.441,7.5,22.7,0.332,31.3,65.4,0.479,19.6,25.9,0.755,12.8,32.6,45.4,24.2,7.2,3.6,16,24.3,104.8,2014
15,Atlanta Hawks,82,19830,40.5,87.5,0.462,8.4,22.9,0.365,32.1,64.6,0.497,17.2,22.9,0.748,11.3,34.4,45.7,24.3,8.6,4.5,15.9,21,106.4,2014
16,Cleveland Cavaliers,82,19930,40.1,88.6,0.452,9.9,26.9,0.367,30.2,61.6,0.49,17.7,23.3,0.757,10.9,34.3,45.1,26.3,7.6,6,14.8,20.7,107.7,2014
17,Orlando Magic,82,19955,40.2,88.1,0.456,8.5,22.8,0.371,31.7,65.3,0.485,18.6,24.2,0.77,11,35.3,46.3,23.7,7.5,5.7,14.7,19.3,107.4,2014
18,Utah Jazz,82,19780,41.7,88.2,0.473,8,21.1,0.376,33.7,67,0.503,20,25.8,0.773,11.2,35.1,46.3,23.7,8.2,5.3,13.7,22.2,111.3,2014
19,New Orleans Pelicans,82,19855,40.1,86.1,0.465,8.6,24,0.357,31.5,62.2,0.507,21.5,28.5,0.752,11.6,33.3,44.8,24.2,7.6,6.6,15.5,21.8,110.1,2014
20,Dallas Mavericks,82,19830,40.1,86.3,0.464,8.8,24.4,0.359,31.3,61.9,0.505,19.8,26.1,0.758,12.2,33.2,45.4,23.4,8.2,3.7,17,21.1,108.7,2014
21,Phoenix Suns,82,19755,39.6,86.8,0.456,7.1,20.7,0.341,32.5,66.1,0.492,20.6,26.8,0.766,11.7,32.8,44.6,21.1,7.8,4.2,16,22.2,106.7,2014
22,Portland Trail Blazers,82,19855,41.4,91.8,0.451,6.8,19.2,0.355,34.6,72.6,0.476,17.8,23.2,0.766,12,33.4,45.4,21.3,8.1,3.9,12.6,21.6,107.4,2014
23,Houston Rockets,82,19830,40.2,90.7,0.443,8.4,23.7,0.353,31.8,67,0.475,17.5,23.2,0.757,12.3,30.7,42.9,22.9,8.8,5.8,14.4,25,106.3,2014
24,Sacramento Kings,82,19830,39.8,86.4,0.461,8.9,23.5,0.38,30.9,62.9,0.491,20.2,27.4,0.737,10.4,32.9,43.4,24.7,8.2,5.9,14.3,24.3,108.8,2014
25,Milwaukee Bucks,82,19880,41.4,88.4,0.468,9.2,24,0.382,32.2,64.4,0.5,19.9,26.5,0.751,12.6,34.3,46.9,24.6,8.4,5.4,15.2,22.2,111.8,2014
26,Minnesota Timberwolves,82,19855,41.2,87.5,0.471,8.2,22.6,0.364,33,64.9,0.508,15.5,20.4,0.756,11.3,33.7,45,23.3,8,5.7,16.7,24,106.2,2014
27,Detroit Pistons,82,19780,41,87.2,0.47,8.7,23.9,0.365,32.3,63.2,0.51,19,25.1,0.756,11.7,33.4,45.1,25.6,8.6,5.2,15.7,21.7,109.7,2014
28,Denver Nuggets,82,19755,40.1,87.8,0.457,7.5,21.4,0.351,32.6,66.4,0.491,20.5,26.9,0.763,11.5,33,44.5,22.8,8.6,5.7,14.6,22,108.2,2014
29,Los Angeles Lakers,82,19705,42.5,90.7,0.468,8.2,22.7,0.361,34.2,68,0.504,17.4,24,0.727,13.2,36.4,49.6,26.1,9.8,4.8,14.4,19.5,110.6,2014
30,Philadelphia 76ers,82,19855,40,85,0.471,9,24.4,0.37,31,60.7,0.511,20.8,27.6,0.754,11.9,35,46.9,26.1,9,6.8,17,20.6,109.9,2014
1,Utah Jazz,82,19705,39.5,88.8,0.446,8.1,22.5,0.362,31.4,66.3,0.474,17.6,23.7,0.744,10.9,32.4,43.3,21.5,9.1,5.1,14.5,21.6,104.9,2015
2,Memphis Grizzlies,82,19905,38.7,87.6,0.442,8.7,24.8,0.351,30,62.9,0.478,16.1,21.6,0.742,11.3,34.3,45.6,21.7,7.9,5.6,16.5,21.8,102.2,2015
3,San Antonio Spurs,82,19955,39,88,0.444,7.2,19.9,0.36,31.9,68.1,0.468,16.8,22.5,0.745,10.4,33.9,44.3,21.8,8.3,4.6,15,20.7,102,2015
4,Indiana Pacers,82,19855,38.3,88,0.435,7.7,22.2,0.345,30.6,65.8,0.465,19.1,25.3,0.753,10.4,35.1,45.5,21.2,8,5,13.6,22.8,103.2,2015
5,Atlanta Hawks,82,19730,38.7,88.3,0.439,9.3,27.3,0.341,29.4,60.9,0.483,16.3,21.4,0.764,12.3,34.1,46.3,25,7.8,5.2,17.1,20.9,103.1,2015
6,Miami Heat,82,19730,39.6,87.3,0.454,8.9,25.2,0.353,30.7,62,0.495,18.6,25.5,0.73,12,33,45,23.4,8.6,4.8,16.3,22.9,106.7,2015
7,Charlotte Hornets,82,19905,39.2,89,0.44,8.4,23.6,0.357,30.8,65.5,0.47,16.8,21.7,0.772,9.4,37.5,46.9,23.5,6.5,5.7,13.4,22.2,103.5,2015
8,Milwaukee Bucks,82,19930,37.3,85.5,0.437,8.7,25.3,0.342,28.7,60.2,0.476,18.9,25.5,0.742,12,33,45,23.4,9.1,5,18.2,21.1,102.2,2015
9,Chicago Bulls,82,19880,40.3,92.5,0.435,7,20.9,0.335,33.3,71.6,0.465,16.8,22.4,0.749,12.5,33.8,46.3,21.6,8,5.8,13,22.6,104.3,2015
10,Washington Wizards,82,19955,38.1,87.9,0.433,8.4,24.2,0.349,29.6,63.7,0.465,18.4,24.9,0.738,10.5,33.4,43.9,21,8.4,4.5,14.7,20.7,103,2015
11,New Orleans Pelicans,82,19780,41.3,90.5,0.456,7.1,21.3,0.335,34.1,69.2,0.494,17.7,23.3,0.759,11.6,33.7,45.2,22.6,7.4,6.3,13.3,20.4,107.3,2015
12,Portland Trail Blazers,82,19855,40.2,91.4,0.439,6.7,19.9,0.338,33.4,71.5,0.468,16.7,22,0.758,11.6,35.3,46.9,21.4,8.4,3.8,12.8,19.7,103.7,2015
